permission_risk,usage_risk,orphan_risk,temporal_risk,admin_access,full_access_policies,policy_count,unused_permissions_pct,api_calls_7d,services_used,inactive_days,unusual_hour_access,new_source_ip,failed_auth_attempts,sensitive_actions,cross_service_access,identity_type,risk_score
34,17,86,48,1,0,8,5,21,7,121,0,0,3,1,1,AWS Service Identity,72.04
31,21,53,46,0,1,1,3,19,13,74,1,0,0,1,2,IAM User,57.14
7,77,61,51,0,3,0,44,27,8,85,0,0,4,0,7,IAM User,78.17
41,86,37,53,0,0,3,32,24,11,138,0,0,2,2,9,IAM User,85.93
48,36,13,72,0,1,7,77,31,13,146,0,0,3,6,2,AWS Service Identity,84.74
76,47,57,42,0,1,8,79,28,14,96,0,0,1,0,10,IAM Role,88.91
76,79,82,26,0,1,7,31,32,7,82,1,0,0,5,2,AWS Service Identity,86.92
14,17,23,46,0,1,4,43,23,7,117,0,0,0,1,3,AWS Service Identity,44.82
28,20,72,86,0,0,8,38,23,1,75,0,0,2,1,1,IAM User,52.29
51,78,75,31,0,1,4,68,29,1,80,0,0,2,0,0,AWS Service Identity,62.89
33,18,76,2,0,5,4,63,18,7,54,0,0,2,1,6,IAM User,72.72
2,77,34,98,1,1,1,65,20,11,34,1,0,1,3,4,IAM Role,77.94
85,50,39,19,0,1,7,5,20,13,36,1,1,2,3,1,IAM User,86.86
73,99,42,60,0,1,2,34,28,6,118,0,0,2,3,6,Unknown,95.96
52,3,86,80,0,0,1,97,25,9,150,0,0,1,2,3,IAM User,86.63
32,95,90,27,0,0,3,34,27,13,76,0,1,0,1,4,IAM User,77.11
85,22,41,34,0,0,5,17,30,5,17,0,0,0,1,9,IAM User,59.08
3,3,97,28,0,0,2,20,27,2,110,0,0,1,3,4,IAM User,42.26
45,73,57,15,0,0,3,2,24,14,163,0,0,0,1,4,IAM User,77.84
80,53,38,15,0,0,2,78,20,8,95,0,0,4,1,7,IAM Role,74.92
96,84,0,18,0,1,5,0,21,2,4,1,0,2,2,9,IAM User,62.98
25,10,61,46,0,1,6,60,30,4,14,0,0,2,0,8,AWS Service Identity,53.07
65,8,65,53,0,1,6,40,34,5,94,0,0,0,1,5,IAM User,67.03
19,57,97,1,0,1,1,9,23,3,155,0,0,0,4,3,IAM Role,58.71
11,89,72,85,0,1,3,89,20,6,10,1,1,2,2,1,IAM User,83.89
35,40,2,68,0,1,5,74,16,13,136,0,0,0,3,1,IAM Role,56.9
89,80,57,7,0,0,1,82,32,11,141,0,0,2,3,8,IAM Role,88.91
69,91,75,85,0,0,0,94,25,14,9,0,1,0,4,8,IAM User,100.0
49,87,50,3,0,1,2,92,28,13,38,0,0,1,3,3,Unknown,85.08
28,51,43,56,0,1,6,70,20,4,0,0,0,1,1,10,IAM User,70.56
14,70,81,46,1,0,5,53,28,0,102,0,0,5,1,10,IAM User,77.09
27,53,61,50,0,0,1,70,29,2,31,0,0,4,2,6,IAM Role,63.03
15,68,68,96,0,0,6,45,22,12,165,0,0,2,3,2,AWS Service Identity,87.82
18,57,46,93,0,1,1,18,20,5,16,0,1,2,2,5,IAM User,67.44
69,53,28,28,0,1,6,38,21,11,117,0,0,4,1,9,IAM User,83.51
13,44,52,58,0,0,5,47,19,7,142,0,0,2,1,5,AWS Service Identity,52.88
4,65,96,96,0,1,1,4,19,14,32,0,0,1,2,5,IAM Role,79.73
54,75,60,73,0,0,3,85,26,8,45,0,0,0,0,5,Unknown,76.69
28,92,71,89,0,1,7,91,25,14,144,1,0,3,1,9,IAM Role,100.0
45,61,12,43,0,0,3,42,37,4,16,0,0,3,1,4,IAM Role,52.43
14,10,99,28,1,0,6,50,26,12,79,0,0,0,0,2,IAM User,59.35
21,59,24,51,0,1,6,84,27,8,45,0,0,2,1,5,AWS Service Identity,55.41
44,31,98,82,0,1,0,45,26,3,2,0,1,1,2,6,IAM User,76.32
69,2,45,93,1,0,8,69,26,3,81,0,0,5,0,10,IAM Role,88.22
41,7,92,69,0,0,3,52,20,5,88,0,1,0,2,1,IAM User,75.57
54,59,90,71,0,1,7,27,23,2,62,0,0,2,1,10,IAM Role,77.44
52,95,76,51,0,1,4,80,23,14,147,0,0,1,2,8,IAM Role,95.28
27,51,92,32,0,0,5,19,25,3,17,0,0,3,2,7,IAM Role,54.54
28,44,61,42,0,0,3,22,24,9,77,0,0,0,2,2,AWS Service Identity,61.87
42,8,85,50,0,1,7,69,22,9,32,0,0,0,2,2,IAM User,63.63
3,68,17,82,0,3,1,71,21,8,137,0,0,1,0,4,IAM Role,74.64
69,5,7,56,0,1,8,96,22,10,100,0,0,5,1,2,IAM User,75.3
62,84,54,80,0,0,1,71,35,14,127,0,0,0,2,7,IAM User,100.0
30,82,81,2,0,2,7,2,20,15,19,0,0,1,0,8,IAM User,68.24
37,100,77,76,0,2,0,85,24,13,82,0,0,2,4,5,IAM User,96.49
33,28,53,51,1,1,0,41,33,7,9,1,0,1,0,7,IAM User,75.91
65,16,52,100,0,0,0,0,21,11,58,0,0,1,0,8,IAM Role,71.84
76,30,61,47,0,0,4,58,23,2,171,0,0,4,1,10,IAM Role,83.37
10,80,87,48,0,1,2,17,24,14,131,1,0,0,0,7,IAM Role,83.89
41,22,85,12,0,1,5,42,20,3,14,1,1,0,4,2,IAM User,66.83
1,89,11,81,0,0,7,47,29,1,66,0,1,0,2,1,IAM User,59.68
45,15,60,70,1,1,0,7,22,13,157,1,0,0,1,10,IAM User,91.39
25,4,38,87,0,1,4,85,24,12,30,0,0,2,2,8,AWS Service Identity,67.97
33,22,80,9,0,2,6,51,29,2,137,1,0,0,1,9,AWS Service Identity,68.81
46,76,51,21,0,0,3,97,23,15,58,0,0,0,1,4,IAM User,68.72
32,60,100,88,0,0,8,46,24,1,86,0,0,1,0,1,IAM Role,62.2
39,35,43,4,0,2,5,60,23,0,158,1,1,0,0,6,IAM User,67.84
77,66,68,51,0,0,0,82,19,15,121,0,1,2,1,7,IAM User,99.06
81,65,10,40,0,1,4,21,29,3,51,1,0,0,2,2,IAM User,65.0
0,56,94,94,0,2,3,91,33,3,1,0,0,1,2,5,IAM User,72.92
38,51,15,86,0,1,1,18,31,12,42,0,0,2,1,4,IAM Role,65.55
85,10,38,90,0,0,8,100,20,9,75,1,0,2,1,2,AWS Service Identity,76.77
53,26,84,29,0,3,2,64,28,8,24,0,0,1,1,8,IAM User,78.05
20,53,97,59,0,0,0,52,30,15,159,1,0,1,0,5,IAM Role,78.67
59,13,48,70,0,1,2,21,25,1,9,1,0,1,2,10,IAM Role,64.97
14,48,48,97,1,0,7,57,29,14,97,0,1,1,0,0,Unknown,75.95
2,11,4,0,0,0,5,55,26,4,176,0,0,2,4,10,IAM Role,48.99
63,79,98,98,0,1,7,99,26,9,60,0,0,1,0,7,IAM User,91.52
52,10,1,35,0,0,4,84,21,5,97,0,1,3,1,7,IAM Role,61.12
76,9,2,12,1,1,1,48,29,4,13,0,0,2,2,3,IAM User,54.83
34,64,47,62,0,0,3,39,24,5,132,0,0,2,1,0,Unknown,61.89
86,22,0,78,0,0,1,39,27,8,176,0,0,1,1,2,IAM User,80.69
42,35,16,13,0,1,5,38,30,14,139,0,0,0,1,4,IAM Role,58.73
74,31,63,4,0,0,2,1,25,1,27,0,0,2,5,3,IAM User,64.03
10,21,71,90,0,0,8,3,25,10,63,0,1,1,4,2,IAM User,63.47
9,76,30,94,0,2,3,75,22,13,130,0,0,3,1,0,AWS Service Identity,81.22
79,69,80,15,0,1,2,25,32,11,144,0,0,2,2,7,IAM Role,84.34
84,24,61,91,0,0,8,41,22,15,73,0,0,0,0,7,IAM User,82.1
95,69,23,91,0,1,4,70,24,0,174,0,0,2,1,1,AWS Service Identity,77.31
32,72,71,100,0,0,1,61,29,5,36,0,1,1,1,8,AWS Service Identity,84.27
2,54,59,21,0,1,4,36,27,6,134,1,0,3,1,10,IAM User,69.58
98,58,82,58,1,1,2,75,25,8,89,0,0,1,4,10,IAM Role,100.0
60,94,15,100,0,1,6,15,22,5,128,0,0,5,0,2,IAM User,82.97
24,45,23,91,0,1,5,47,28,4,107,1,0,0,0,4,IAM Role,62.39
77,38,30,61,0,0,6,10,24,13,78,1,1,2,1,0,IAM User,79.07
91,54,34,19,0,0,8,53,28,3,147,0,0,5,3,0,IAM User,82.26
28,84,89,8,0,1,6,9,32,15,152,1,0,2,2,9,AWS Service Identity,87.98
77,71,73,26,0,1,3,95,34,0,147,0,0,0,1,10,AWS Service Identity,82.12
79,7,54,6,0,1,1,66,27,6,16,0,0,3,3,2,AWS Service Identity,60.82
50,46,54,19,0,2,4,24,20,9,76,0,0,2,0,5,Unknown,82.01
63,74,89,7,1,1,4,61,27,15,135,0,0,1,0,0,IAM Role,83.84
27,22,45,76,0,0,2,35,22,12,156,1,0,2,1,8,AWS Service Identity,64.54
93,99,22,59,0,0,7,52,19,0,65,1,1,1,2,6,AWS Service Identity,77.48
99,81,13,52,0,2,8,16,24,11,134,1,0,3,1,3,IAM User,91.82
99,85,33,81,0,1,3,50,22,5,102,0,0,1,1,10,IAM User,90.61
74,8,65,41,0,0,6,10,27,13,39,0,0,2,2,1,IAM User,60.61
4,58,47,40,0,1,8,15,26,12,161,0,0,3,1,2,IAM Role,62.88
37,53,42,20,0,0,0,58,22,3,80,0,0,4,1,8,IAM User,62.81
44,63,48,44,0,1,3,50,30,5,109,0,0,2,4,4,IAM User,77.12
96,85,98,17,0,0,6,29,29,13,52,1,0,2,3,7,IAM Role,93.12
55,35,100,59,0,1,4,6,26,14,4,0,0,1,1,2,IAM User,74.37
54,53,16,100,1,1,7,42,28,9,81,0,0,0,0,7,IAM User,82.15
14,68,11,53,0,0,4,93,28,3,130,1,0,1,1,6,AWS Service Identity,65.49
80,76,24,30,0,0,0,71,30,6,59,0,1,2,1,0,AWS Service Identity,69.29
33,77,86,69,0,1,3,5,19,12,168,0,0,3,0,3,IAM User,82.35
9,34,46,82,0,0,3,94,21,9,135,0,1,2,2,3,IAM User,78.13
99,100,87,47,0,2,7,42,21,3,116,0,0,2,2,6,IAM User,100.0
19,0,65,25,0,0,1,58,25,4,146,0,0,2,1,4,AWS Service Identity,50.96
1,49,55,72,1,0,1,0,21,3,155,0,0,4,2,5,AWS Service Identity,67.17
7,61,28,18,0,1,1,31,29,7,130,0,0,2,1,1,IAM User,51.94
45,6,34,100,0,0,5,79,21,7,149,0,0,2,1,10,AWS Service Identity,72.34
10,45,14,32,0,0,8,33,17,8,129,0,0,2,2,8,IAM User,55.66
85,60,52,35,0,0,5,16,41,15,155,0,0,2,1,7,IAM User,84.21
51,61,28,73,0,1,7,9,27,10,18,0,0,5,2,3,Unknown,70.21
32,12,29,1,0,0,7,93,17,9,62,0,0,0,1,7,IAM User,45.8
0,28,3,20,0,0,5,82,31,5,160,0,0,2,2,2,IAM User,47.05
48,24,80,12,0,0,5,4,35,10,85,0,0,2,0,5,IAM User,63.26
15,64,94,39,0,0,2,93,19,15,2,0,0,2,1,2,IAM Role,66.84
98,33,50,55,0,1,8,82,26,0,153,0,1,1,1,3,AWS Service Identity,79.42
29,57,54,18,0,2,7,36,23,5,118,1,0,3,0,7,Unknown,77.62
47,73,93,34,0,1,7,66,18,0,164,0,0,0,1,3,IAM User,74.15
1,80,51,77,0,0,8,26,30,3,2,0,0,0,2,8,IAM User,50.39
13,18,62,94,0,0,3,25,22,1,26,0,0,1,2,5,AWS Service Identity,37.15
20,91,43,1,0,1,1,72,24,9,92,0,0,2,0,10,IAM User,62.35
5,16,51,63,0,0,7,20,26,13,32,0,0,2,1,2,AWS Service Identity,48.85
73,2,52,2,0,0,4,35,28,15,94,0,0,1,0,10,IAM Role,72.02
95,4,71,52,0,0,8,36,18,3,62,1,0,2,0,1,IAM User,70.78
99,20,61,88,0,1,6,15,22,11,38,0,1,1,1,6,AWS Service Identity,82.29
26,88,50,80,0,1,2,83,18,5,139,0,0,1,0,4,IAM User,70.61
79,20,7,23,0,0,3,68,21,5,7,0,0,0,2,8,IAM User,54.45
50,70,91,26,0,0,5,87,14,9,158,1,0,0,1,1,IAM Role,81.36
4,42,89,79,0,0,3,52,29,10,27,1,0,2,1,2,IAM Role,66.3
9,4,18,82,0,1,2,17,29,9,105,0,0,2,2,2,IAM Role,54.73
55,44,29,28,0,0,1,28,25,1,179,0,0,0,0,10,IAM Role,65.1
42,2,98,0,0,1,5,35,22,6,20,1,0,1,2,5,Unknown,74.85
0,48,32,44,0,0,0,95,29,4,167,1,0,2,5,1,Unknown,73.3
93,56,82,62,0,2,0,23,21,0,54,0,0,1,1,8,IAM Role,93.97
73,52,79,44,0,1,0,70,19,0,134,1,0,2,0,3,IAM User,73.5
50,28,86,94,0,2,6,12,27,7,155,0,0,1,1,2,IAM Role,77.13
99,77,1,82,0,0,0,96,14,1,41,0,0,4,2,5,Unknown,88.87
98,60,48,79,0,1,3,65,27,11,62,0,0,2,2,8,IAM User,98.79
98,25,57,2,0,0,1,43,19,0,155,0,0,4,1,9,IAM User,74.97
26,43,84,86,0,4,5,34,22,3,18,0,0,1,1,0,IAM User,68.41
88,10,22,76,0,1,0,35,27,15,19,0,0,0,2,9,IAM User,86.41
50,93,30,40,0,1,0,22,21,11,54,0,0,1,0,10,IAM Role,69.0
73,76,18,59,0,1,3,60,23,8,109,0,0,2,1,3,IAM User,74.96
86,29,76,83,0,1,6,87,31,0,146,0,0,1,3,5,AWS Service Identity,92.84
16,68,100,91,0,0,0,24,25,0,101,0,1,1,1,4,AWS Service Identity,69.75
45,68,14,55,0,0,4,75,21,14,89,0,0,2,2,5,AWS Service Identity,73.34
13,61,23,4,0,0,7,57,27,12,157,0,0,1,1,7,IAM User,60.53
28,5,31,62,0,1,5,78,19,15,31,0,0,1,2,7,IAM User,59.18
41,88,89,68,0,1,6,77,18,12,163,0,0,0,1,5,IAM Role,90.86
86,96,45,5,0,0,2,3,25,0,56,0,0,1,0,5,AWS Service Identity,49.57
87,98,28,82,0,1,8,2,19,12,49,0,0,4,1,5,IAM User,90.36
39,99,32,20,0,0,1,92,22,7,172,1,0,1,2,4,AWS Service Identity,77.11
33,93,60,89,0,0,5,15,24,11,116,0,0,2,1,1,IAM User,80.09
53,74,39,55,0,0,3,58,20,6,78,0,0,3,3,4,AWS Service Identity,69.06
92,5,14,32,0,1,0,76,25,11,59,0,0,1,1,7,IAM User,73.74
98,46,82,5,0,0,8,50,30,13,79,0,0,4,1,10,IAM User,85.75
22,24,42,1,0,1,6,0,27,15,143,1,0,1,2,8,IAM Role,69.44
18,22,25,74,0,1,2,1,41,8,27,0,0,0,3,9,IAM User,59.63
71,83,73,38,1,1,0,67,27,4,31,0,0,1,2,8,IAM User,85.27
30,82,75,84,0,0,6,90,26,9,55,0,0,0,1,5,IAM User,77.61
20,52,15,23,0,2,4,34,32,7,87,0,0,3,3,7,IAM User,69.92
3,74,7,92,0,1,0,54,19,3,147,0,0,1,1,9,AWS Service Identity,62.75
40,13,4,95,0,2,8,94,32,11,38,0,0,3,1,2,IAM User,65.65
39,22,77,10,0,0,6,83,28,1,142,0,0,0,1,1,IAM Role,52.73
56,86,63,65,0,0,4,54,18,6,164,0,0,1,4,2,AWS Service Identity,82.77
20,45,79,94,0,1,2,66,29,11,78,0,1,0,2,5,IAM User,78.86
72,55,63,32,0,0,2,97,23,14,173,1,0,0,4,8,IAM User,96.19
68,46,40,6,0,1,4,80,20,9,161,1,0,1,0,4,AWS Service Identity,74.67
46,20,59,88,0,0,0,42,22,15,144,0,0,3,2,10,AWS Service Identity,86.1
18,83,72,47,0,1,3,69,28,13,68,0,0,1,0,3,IAM Role,77.38
51,76,40,2,0,1,1,33,31,3,54,0,0,1,0,5,AWS Service Identity,54.21
68,69,92,84,0,0,1,93,21,13,156,0,0,1,3,10,IAM User,100.0
37,35,90,68,0,1,1,9,24,5,79,1,0,1,1,1,IAM User,76.86
26,64,80,7,0,1,3,22,30,10,5,0,0,2,3,9,IAM Role,69.73
51,96,100,26,0,5,3,34,18,3,129,0,0,1,0,1,IAM User,81.69
35,65,39,1,0,0,3,20,26,8,62,0,0,1,0,9,AWS Service Identity,44.88
40,49,11,96,0,4,6,60,26,10,169,0,0,4,1,3,IAM Role,88.79
35,27,48,2,1,4,4,71,23,14,154,0,0,1,1,6,AWS Service Identity,86.27
30,52,75,80,0,1,1,89,28,15,18,1,0,1,1,7,IAM User,75.21
72,37,78,51,0,1,8,50,37,12,163,0,0,1,0,4,IAM User,85.04
46,61,39,58,0,0,6,62,32,8,171,0,0,3,1,6,IAM User,82.14
47,4,29,81,0,0,4,60,28,14,136,1,0,0,2,8,IAM User,67.51
65,19,44,90,0,0,0,0,22,1,49,0,0,3,2,9,AWS Service Identity,65.29
36,79,81,12,0,0,8,71,34,15,121,0,1,0,1,1,IAM User,79.99
10,38,6,1,0,2,6,2,35,3,157,0,0,2,0,5,IAM User,43.38
86,43,33,12,0,0,4,55,31,6,147,0,0,1,0,9,IAM User,67.79
5,54,23,68,0,0,1,100,27,14,78,0,0,1,1,6,IAM User,60.57
57,44,81,57,0,2,0,79,34,11,128,0,0,2,2,0,AWS Service Identity,72.58
26,76,47,8,0,2,2,51,17,13,69,0,0,3,1,1,IAM User,66.03
21,24,8,23,0,2,2,32,15,11,46,0,1,1,0,9,Unknown,65.52
4,76,26,54,0,0,1,84,26,9,121,0,1,2,2,4,IAM User,65.16
90,21,4,73,0,0,3,86,26,2,84,1,0,1,5,7,IAM Role,83.83
43,37,48,34,0,0,0,37,21,15,40,0,0,0,2,9,IAM User,66.01
34,59,100,95,0,2,2,10,22,10,119,0,0,1,1,0,IAM User,83.34
74,89,57,100,0,1,7,58,23,10,58,0,0,0,1,5,AWS Service Identity,82.99
3,23,87,77,0,0,7,64,24,6,106,0,0,1,0,1,Unknown,65.63
57,59,75,45,0,1,0,94,30,15,65,0,1,2,2,9,AWS Service Identity,97.18
49,6,89,88,0,0,6,89,25,7,160,0,0,1,2,4,IAM User,79.09
55,7,31,73,0,0,8,23,25,3,153,0,0,1,3,9,IAM User,72.42
12,77,96,52,1,0,5,25,31,2,85,1,0,1,1,3,IAM Role,72.98
96,72,24,44,0,2,3,100,18,11,128,0,0,1,0,1,IAM User,89.93
24,38,44,84,0,1,4,33,25,11,32,1,0,3,0,9,IAM Role,78.11
68,62,68,56,0,1,1,46,22,3,180,0,0,1,2,6,IAM Role,81.85
75,38,28,18,0,0,3,30,24,11,38,0,0,2,2,2,IAM Role,56.86
34,28,26,100,0,1,8,39,31,15,156,0,0,1,2,7,AWS Service Identity,73.83
13,43,13,6,0,0,5,56,27,8,153,0,0,0,1,4,IAM Role,48.65
29,31,0,70,0,0,3,29,29,15,32,0,0,1,2,0,IAM User,49.85
81,82,50,66,0,1,1,41,29,2,1,0,0,1,2,2,IAM User,69.79
91,41,99,59,1,0,8,35,20,6,133,0,0,1,2,8,IAM Role,100.0
94,32,22,5,0,1,1,10,23,8,157,1,0,0,2,1,IAM User,79.27
22,54,44,49,0,1,6,79,23,5,129,1,0,1,4,3,IAM User,74.3
61,76,94,90,0,2,2,90,31,1,10,0,1,3,0,2,IAM User,83.32
15,27,78,24,0,1,2,49,16,7,116,1,0,3,3,8,AWS Service Identity,77.49
71,94,0,69,0,2,1,20,25,5,70,0,0,2,0,9,AWS Service Identity,76.28
42,46,50,86,1,2,3,64,30,3,165,0,1,1,0,8,IAM Role,93.9
72,66,14,96,0,0,6,53,27,5,144,0,1,3,1,7,IAM User,89.16
69,96,24,52,0,2,3,55,20,6,144,0,0,0,0,0,IAM User,74.37
100,43,24,31,0,0,0,60,24,14,73,0,0,1,5,10,IAM Role,85.35
49,20,61,70,0,1,2,72,20,7,58,0,0,2,1,1,IAM User,69.41
34,75,20,49,1,1,1,4,23,6,148,1,0,3,3,4,IAM Role,79.69
53,0,25,63,0,0,3,10,23,6,20,0,0,0,0,9,IAM Role,48.3
16,46,22,74,0,0,8,9,26,9,18,0,1,2,1,2,IAM User,52.75
11,98,36,71,0,0,8,15,28,4,11,0,0,1,0,2,IAM User,44.17
52,41,66,24,0,1,8,98,25,13,92,0,0,1,2,0,IAM User,80.23
83,69,40,76,0,1,1,73,26,6,13,0,0,1,0,3,AWS Service Identity,72.1
53,53,33,54,0,0,4,67,24,6,105,0,0,2,4,5,IAM Role,74.09
78,21,52,94,0,1,0,70,23,1,30,0,0,3,4,5,IAM User,82.99
17,32,62,66,0,0,4,3,21,14,161,0,0,3,0,0,AWS Service Identity,50.74
45,52,1,90,0,0,5,21,20,7,78,0,1,2,1,2,IAM User,62.05
61,10,89,98,0,2,6,80,24,2,16,0,0,4,2,0,IAM User,71.93
35,41,92,100,1,1,3,46,24,2,125,0,0,1,3,2,AWS Service Identity,80.94
1,41,60,75,0,1,0,51,18,5,61,0,0,2,0,6,IAM User,59.63
7,84,58,60,0,2,4,75,15,12,47,1,1,2,0,0,IAM User,78.58
93,12,70,11,0,0,3,7,25,1,119,0,0,1,1,1,IAM Role,61.29
61,85,44,38,0,0,5,80,23,1,172,0,0,5,1,5,IAM User,75.69
26,41,36,48,0,0,0,68,23,8,177,0,0,2,1,6,IAM Role,62.97
26,65,35,78,0,0,5,40,18,7,78,0,0,0,2,9,IAM User,68.62
3,56,16,59,1,0,3,50,27,15,153,0,0,3,2,6,IAM User,77.28
95,30,84,44,0,1,6,7,24,12,37,0,0,3,0,10,IAM User,79.77
10,94,32,14,0,1,8,20,29,10,153,1,0,0,0,7,IAM User,72.29
76,22,28,72,1,1,2,24,16,5,170,0,1,3,2,6,IAM User,99.13
24,3,97,43,0,1,6,88,31,10,93,0,1,0,0,4,IAM User,70.87
33,75,51,3,0,0,1,11,23,9,94,0,0,2,0,1,AWS Service Identity,42.08
27,62,62,28,0,2,8,29,21,4,102,0,1,0,2,7,IAM User,73.71
83,89,24,88,0,0,4,13,26,5,13,0,0,0,0,10,IAM User,74.38
3,46,28,12,0,0,6,28,26,14,155,0,0,4,2,4,IAM User,58.44
35,1,73,41,0,2,6,1,35,8,133,0,1,1,0,3,IAM User,72.41
28,2,45,51,0,0,5,27,38,7,157,0,0,3,1,1,IAM User,55.58
27,43,14,8,0,0,3,73,30,12,20,0,0,1,1,6,IAM Role,55.66
19,25,84,16,1,2,6,77,27,4,145,0,0,3,0,3,IAM User,76.17
92,93,40,94,1,2,4,38,19,3,65,0,0,3,1,0,AWS Service Identity,91.05
38,11,67,59,1,0,5,71,21,15,148,1,0,1,2,0,AWS Service Identity,81.59
42,88,34,21,0,1,5,62,31,12,179,1,1,1,2,3,IAM User,95.69
38,21,56,17,0,1,4,91,29,6,159,0,0,3,0,5,IAM User,71.66
99,12,78,42,0,0,1,81,24,15,165,0,0,2,4,5,IAM User,97.89
34,27,89,73,0,1,2,23,27,5,20,0,0,0,1,8,IAM Role,59.73
34,14,20,73,0,0,8,59,29,10,59,1,0,1,1,5,IAM User,57.16
33,40,67,19,0,1,4,79,30,0,52,0,0,0,0,8,AWS Service Identity,41.07
33,33,92,73,0,0,5,30,28,11,92,0,0,2,1,3,AWS Service Identity,66.33
9,53,64,90,0,2,2,57,29,2,176,0,0,2,3,2,AWS Service Identity,72.15
61,54,14,22,0,1,6,40,25,3,124,1,0,1,2,5,IAM Role,66.43
2,0,19,2,0,0,4,31,23,12,98,0,0,0,1,1,Unknown,43.61
22,12,20,96,0,1,1,20,19,3,145,1,0,2,0,8,IAM User,65.61
20,16,10,52,1,1,1,3,28,7,31,0,0,4,2,2,IAM User,61.72
29,19,76,78,0,0,3,75,23,14,119,0,0,4,2,10,IAM User,83.55
76,9,97,32,1,0,5,82,18,15,91,0,0,3,2,10,AWS Service Identity,87.88
60,31,52,30,0,0,2,65,17,7,36,0,0,2,1,5,IAM Role,54.28
100,55,60,22,0,0,2,24,15,1,116,0,0,0,1,3,AWS Service Identity,66.04
35,31,78,21,0,1,2,1,31,4,152,0,1,2,1,3,IAM User,71.54
93,33,41,47,0,0,2,63,36,9,149,0,1,2,0,4,Unknown,88.62
4,47,47,10,0,0,6,20,27,5,152,0,0,1,0,5,IAM User,42.68
50,55,59,85,0,1,4,55,26,11,147,0,0,2,4,0,IAM User,94.47
80,33,30,51,0,1,4,97,34,15,84,0,0,1,0,2,Unknown,78.64
53,22,6,92,0,2,1,0,20,9,8,0,1,0,2,8,IAM User,73.93
94,41,57,50,0,2,4,58,27,9,174,0,0,1,0,0,IAM User,84.76
31,2,83,30,0,0,8,100,18,8,82,0,0,3,2,4,IAM Role,63.77
3,49,7,52,0,0,6,33,30,2,114,1,1,3,4,9,IAM User,72.32
78,95,21,15,0,0,4,82,25,9,3,1,0,0,2,0,IAM User,70.06
6,40,26,83,0,1,2,83,34,14,160,0,0,4,3,10,IAM User,85.67
77,10,81,72,0,0,3,49,20,11,160,0,0,2,0,5,IAM User,88.6
74,71,50,14,0,0,0,30,30,12,168,1,1,0,2,4,AWS Service Identity,84.55
85,12,53,58,0,1,0,68,29,13,31,0,0,3,1,7,IAM Role,94.41
48,19,65,54,1,1,6,62,19,6,152,0,1,0,1,8,IAM User,79.56
90,14,27,20,1,0,7,48,21,5,113,0,0,3,1,5,IAM User,65.99
17,89,72,12,0,2,8,19,29,15,26,0,0,3,1,0,IAM User,70.44
43,99,3,76,0,1,5,75,27,7,103,0,1,1,0,10,IAM Role,81.74
12,57,11,26,0,2,8,21,30,11,86,1,0,1,4,0,AWS Service Identity,61.33
77,62,82,52,0,1,3,13,24,10,113,0,0,1,3,9,AWS Service Identity,83.8
72,65,66,25,0,0,2,6,11,1,15,0,0,2,1,4,IAM User,58.54
81,61,17,65,0,1,2,45,20,5,101,0,0,1,0,5,IAM User,75.51
77,54,44,4,0,0,2,12,19,5,122,0,0,3,1,8,IAM User,67.36
31,99,5,36,0,0,6,33,27,2,129,0,0,1,1,10,IAM Role,61.82
6,74,67,55,0,1,0,24,22,12,139,1,0,3,2,1,IAM User,72.47
93,8,76,44,0,0,8,46,24,15,113,0,1,1,1,8,IAM Role,89.21
49,39,28,61,0,2,6,78,18,15,126,0,1,2,1,7,IAM Role,94.27
9,98,35,18,0,1,3,45,23,3,16,1,0,1,0,4,IAM User,47.65
93,40,23,44,0,2,6,56,37,7,144,0,1,2,2,4,IAM User,86.19
100,20,39,76,0,1,1,14,34,3,66,0,0,0,0,8,IAM User,77.17
44,87,27,33,0,0,3,11,20,1,99,0,0,1,2,1,IAM User,49.69
77,62,24,15,1,0,0,98,21,9,98,0,1,5,0,5,IAM User,90.98
3,56,43,85,0,0,1,62,17,13,176,1,0,3,0,7,IAM Role,78.19
9,42,86,78,0,1,0,1,29,1,58,0,1,3,0,5,IAM User,61.66
27,12,77,68,0,1,7,57,23,10,69,0,0,4,3,4,IAM User,80.17
66,38,30,80,0,0,6,1,25,0,137,1,0,4,1,5,IAM Role,75.45
13,44,95,78,0,0,8,7,31,13,114,1,0,1,0,5,AWS Service Identity,69.74
3,94,21,75,0,0,8,37,24,1,57,0,0,1,0,8,IAM User,44.42
67,31,91,51,0,2,8,66,21,6,62,1,0,1,4,9,AWS Service Identity,92.93
77,15,31,1,0,2,8,62,24,1,149,0,0,0,3,10,AWS Service Identity,64.66
74,43,54,60,0,0,0,79,32,6,151,0,0,0,0,0,IAM Role,68.64
80,100,20,27,0,0,7,18,33,6,26,0,0,2,2,3,IAM Role,64.72
81,48,76,78,0,1,6,19,23,8,72,0,0,0,0,9,IAM User,90.74
60,38,32,47,0,0,1,53,23,13,139,0,0,0,0,7,AWS Service Identity,65.22
52,67,88,91,0,1,1,87,26,15,21,0,0,0,2,4,IAM User,82.89
86,65,8,60,0,1,8,72,25,5,33,0,0,2,0,6,AWS Service Identity,73.73
35,30,50,55,0,1,7,67,27,14,28,0,0,1,2,5,IAM Role,69.28
9,97,16,92,0,0,2,9,20,6,95,0,0,2,0,9,IAM User,66.97
